x,y
0.08152173913043478,
0.12228260869565216,
0.16304347826086957,
0.24456521739130435,
0.32608695652173914,
0.40760869565217395,
0.4891304347826087,
0.5706521739130435,
0.6521739130434783,
0.7336956521739131,
0.815217391304348,
0.8967391304347828,
0.9782608695652175,
1.0597826086956523,
1.1413043478260874,
1.2228260869565222,
1.304347826086957,
1.385869565217392,
1.4673913043478268,
1.5489130434782616,
1.6304347826086965,
1.7119565217391313,
1.7934782608695656,
1.8750000000000004,
1.956521739130435,
2.03804347826087,
2.1195652173913047,
2.2010869565217397,
2.2826086956521747,
2.3641304347826093,
2.4456521739130443,
2.5271739130434794,
2.608695652173914,
2.6902173913043486,
2.771739130434783,
2.8532608695652177,
2.9347826086956523,
3.0163043478260874,
3.0978260869565224,
3.179347826086957,
3.260869565217392,
3.3423913043478266,
3.4239130434782608,
3.5054347826086962,
3.5869565217391313,
3.6684782608695654,
3.75,
3.831521739130435,
3.9130434782608696,
3.9945652173913047,
4.07608695652174,
4.157608695652175,
4.239130434782609,
4.320652173913045,
4.402173913043479,
4.483695652173914,
4.5652173913043494,48.1404958677686
4.646739130434784,48.1404958677686
4.728260869565219,48.07162534435262
4.809782608695654,48.08884297520662
4.891304347826089,48.057851239669425
4.972826086956523,47.93388429752066
5.054347826086959,47.95454545454545
5.135869565217393,47.89256198347107
5.217391304347828,47.72727272727271
5.2989130434782625,47.56198347107437
5.380434782608697,47.252066115702476
5.461956521739131,46.61157024793388
5.543478260869566,46.19834710743801
5.625000000000002,45.86776859504131
5.706521739130436,45.43388429752065
5.788043478260872,45.165289256198335
5.869565217391306,44.9586776859504
5.951086956521741,44.54545454545453
6.0326086956521765,44.13223140495867
6.114130434782611,43.7190082644628
6.195652173913046,43.3884297520661
6.277173913043481,43.037190082644614
6.358695652173916,42.62396694214874
6.4402173913043494,42.21074380165287
6.521739130434784,41.67355371900824
6.603260869565219,41.260330578512374
6.684782608695653,40.66115702479336
6.766304347826088,40.33057851239667
6.8478260869565215,39.938016528925594
6.929347826086958,39.62809917355369
7.0108695652173925,39.21487603305782
7.092391304347826,39.02892561983468
7.1739130434782625,38.615702479338815
7.255434782608697,37.85123966942145
7.336956521739131,37.54132231404956
7.418478260869567,37.128099173553686
7.500000000000002,36.7561983471074
7.5815217391304355,36.26033057851236
7.663043478260872,36.28099173553716
7.744565217391306,35.805785123966906
7.82608695652174,35.495867768595005
7.9076086956521765,35.08264462809914
7.989130434782611,34.85537190082641
8.070652173913047,34.40082644628096
8.15217391304348,34.19421487603303
8.233695652173916,33.73966942148757
8.31521739130435,33.367768595041284
8.396739130434785,33.03719008264459
8.47826086956522,32.74793388429749
8.559782608695656,32.35537190082641
8.64130434782609,31.962809917355344
8.722826086956525,31.632231404958652
8.804347826086959,31.21900826446278
8.885869565217394,30.80578512396691
8.967391304347828,30.39256198347104
9.048913043478262,30.041322314049552
9.130434782608697,29.586776859504095
9.21195652173913,29.235537190082606
9.293478260869566,28.863636363636328
9.375000000000002,28.429752066115668
9.456521739130437,28.057851239669382
9.538043478260871,27.623966942148723
9.619565217391306,27.169421487603266
9.70108695652174,26.735537190082606
9.782608695652176,26.239669421487566
9.864130434782611,25.74380165289253
9.945652173913047,25.47520661157022
10.02717391304348,25.08264462809914
10.108695652173916,24.77272727272724
10.19021739130435,24.648760330578476
10.271739130434785,24.442148760330547
10.35326086956522,24.23553719008261
10.434782608695656,24.04958677685947
10.51630434782609,23.92561983471071
10.597826086956525,23.657024793388395
10.679347826086959,23.53305785123964
10.760869565217394,23.347107438016497
10.84239130434783,23.264462809917323
10.923913043478265,23.016528925619802
11.005434782608699,23.016528925619802
11.086956521739134,22.87190082644625
11.16847826086957,22.789256198347076
11.250000000000004,22.7066115702479
11.33152173913044,22.665289256198314
11.413043478260875,22.541322314049552
11.494565217391308,22.47933884297517
11.576086956521744,22.355371900826412
11.65760869565218,22.23140495867765
11.739130434782613,22.045454545454508
11.82065217391305,21.900826446280952
11.902173913043484,21.735537190082603
11.983695652173918,21.590909090909047
12.065217391304353,21.46694214876029
12.146739130434788,21.301652892561943
12.228260869565222,21.136363636363598
12.30978260869566,20.991735537190046
12.391304347826093,20.888429752066077
12.472826086956527,20.66115702479335
12.554347826086964,20.619834710743767
12.635869565217398,20.5165289256198
12.717391304347831,20.454545454545418
12.798913043478269,20.309917355371862
12.880434782608702,20.206611570247894
12.961956521739136,20.10330578512393
13.043478260869572,19.979338842975167
13.125000000000005,19.834710743801615
13.20652173913044,19.669421487603266
13.288043478260875,19.60743801652889
13.369565217391308,19.400826446280956
13.451086956521744,19.13223140495864
13.532608695652177,18.88429752066112
13.614130434782615,18.67768595041319
13.69565217391305,18.533057851239636
13.777173913043484,18.367768595041287
13.858695652173918,18.3264462809917
13.940217391304353,18.285123966942116
14.021739130434787,18.264462809917323
14.103260869565224,18.161157024793358
14.18478260869566,18.11983471074377
14.266304347826093,18.05785123966939
14.347826086956527,17.95454545454542
14.429347826086962,17.830578512396663
14.5108695652174,17.64462809917352
14.592391304347833,17.541322314049552
14.673913043478269,17.41735537190079
14.755434782608702,17.252066115702444
14.836956521739136,17.024793388429718
14.918478260869572,16.92148760330575
15.000000000000005,16.838842975206575
15.08152173913044,16.73553719008261
15.163043478260875,16.797520661156987
15.244565217391308,16.942148760330543
15.326086956521744,17.004132231404924
15.407608695652177,17.04545454545451
15.489130434782615,17.086776859504095
15.57065217391305,17.10743801652889
15.652173913043484,17.148760330578476
15.733695652173918,17.210743801652857
15.815217391304353,17.29338842975203
15.896739130434787,17.438016528925584
15.978260869565224,17.520661157024758
16.05978260869566,17.603305785123933
16.141304347826093,17.685950413223104
16.222826086956527,17.706611570247897
16.30434782608696,17.706611570247897
16.385869565217394,17.66528925619831
16.467391304347828,17.727272727272688
16.54891304347826,17.727272727272688
16.630434782608695,17.830578512396656
16.711956521739133,17.933884297520624
16.79347826086957,18.09917355371897
16.875000000000007,18.140495867768557
16.956521739130444,18.18181818181814
17.038043478260878,18.223140495867728
17.11956521739131,18.223140495867728
17.201086956521745,18.202479338842934
17.28260869565218,18.264462809917312
17.364130434782613,18.40909090909087
17.445652173913047,18.42975206611566
17.52717391304348,18.55371900826442
17.608695652173914,18.595041322314007
17.69021739130435,18.657024793388388
17.77173913043479,18.698347107437975
17.853260869565226,18.80165289256194
17.93478260869566,18.760330578512356
18.016304347826093,18.904958677685908
18.097826086956527,18.946280991735495
18.17934782608696,18.96694214876029
18.260869565217394,18.9256198347107
18.342391304347828,19.049586776859464
18.42391304347826,19.008264462809876
18.505434782608695,19.070247933884257
18.586956521739133,19.173553719008225
18.66847826086957,19.318181818181777
18.750000000000007,19.400826446280952
18.831521739130444,19.483471074380127
18.913043478260878,19.483471074380127
18.99456521739131,19.483471074380127
19.076086956521745,19.545454545454508
19.15760869565218,19.58677685950409
19.239130434782613,19.710743801652853
19.320652173913047,19.83471074380161
