x,y
0.0,
0.08152173913043478,
0.16304347826086957,
0.24456521739130432,
0.32608695652173914,
0.4076086956521739,
0.48913043478260865,
0.5706521739130435,
0.6521739130434783,
0.733695652173913,
0.8152173913043478,
0.8967391304347826,
0.9782608695652173,
1.059782608695652,
1.141304347826087,
1.2228260869565217,
1.3043478260869565,
1.3858695652173911,
1.467391304347826,
1.5489130434782608,
1.6304347826086956,
1.7119565217391304,
1.7934782608695652,
1.8749999999999998,
1.9565217391304346,
2.0380434782608696,
2.119565217391304,
2.201086956521739,
2.282608695652174,
2.3641304347826084,
2.4456521739130435,
2.527173913043478,
2.608695652173913,
2.6902173913043477,
2.7717391304347823,
2.8532608695652173,
2.934782608695652,
3.016304347826087,
3.0978260869565215,
3.179347826086956,
3.260869565217391,
3.3423913043478257,
3.4239130434782608,
3.5054347826086953,
3.5869565217391304,
3.668478260869565,
3.7499999999999996,
3.8315217391304346,
3.913043478260869,
3.994565217391304,
4.076086956521739,
4.157608695652174,
4.239130434782608,
4.320652173913043,
4.402173913043478,
4.483695652173913,
4.565217391304348,
4.646739130434782,
4.728260869565217,48.1404958677686
4.809782608695651,48.1404958677686
4.891304347826087,47.93388429752066
4.9728260869565215,48.1404958677686
5.054347826086956,47.93388429752066
5.135869565217391,47.5206611570248
5.217391304347826,48.243801652892564
5.298913043478261,47.62396694214876
5.380434782608695,47.31404958677686
5.46195652173913,47.107438016528924
5.5434782608695645,45.97107438016529
5.625,45.04132231404959
5.706521739130435,45.557851239669425
5.788043478260869,45.66115702479339
5.869565217391304,44.93801652892562
5.951086956521738,44.62809917355372
6.032608695652174,44.00826446280992
6.114130434782608,43.49173553719008
6.195652173913043,43.59504132231405
6.277173913043478,42.871900826446286
6.358695652173912,42.97520661157025
6.440217391304348,42.25206611570248
6.521739130434782,41.425619834710744
6.603260869565217,41.52892561983471
6.684782608695651,40.18595041322314
6.766304347826087,40.909090909090914
6.8478260869565215,39.25619834710744
6.929347826086956,39.77272727272727
7.010869565217391,39.56611570247934
7.092391304347825,38.63636363636364
7.173913043478261,38.84297520661157
7.255434782608695,38.32644628099174
7.33695652173913,37.70661157024794
7.4184782608695645,35.743801652892564
7.499999999999999,37.086776859504134
7.581521739130435,36.77685950413223
7.663043478260869,36.46694214876033
7.744565217391304,35.22727272727273
7.826086956521738,35.84710743801653
7.907608695652173,34.710743801652896
7.989130434782608,35.22727272727273
8.070652173913043,34.400826446280995
8.152173913043478,34.09090909090909
8.233695652173912,33.574380165289256
8.315217391304348,33.67768595041323
8.396739130434781,32.95454545454545
8.478260869565217,32.54132231404959
8.559782608695652,32.43801652892562
8.641304347826086,32.12809917355372
8.722826086956522,31.714876033057852
8.804347826086955,30.991735537190085
8.88586956521739,30.888429752066116
8.967391304347826,30.371900826446282
9.04891304347826,30.06198347107438
9.130434782608695,29.648760330578515
9.211956521739129,29.235537190082646
9.293478260869565,28.615702479338843
9.375,28.615702479338843
9.456521739130434,28.202479338842977
9.53804347826087,27.479338842975206
9.619565217391303,27.37603305785124
